,Player,Team,FG%,3PM,3P%,FTM,FT%,STL,PF,TD3,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,TO Ratio,USG%,PACE,PIE,POSS,DEF RTG,%DREB,STL%,%BLK,OPPPTSOFFTOV,OPPPTSPAINT,DEFWS,%FGA2PT,%PTS2PT MR,%PTSFBPs,%PTSFT,%PTSOffTO,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,C&SFGM,C&SFG%,C&S3P%,DFGA,DFG%,ContestedDREB%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance,DriveFGM,DriveFG%,DriveFTM,DriveFT%,DrivePTS%,DrivePASS,DrivePASS%,DriveAST,DriveAST%,DriveTOV%,DrivePF%,ContestedOREB%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance,PaintTouches,PaintTouch FGM,PaintTouch FTM,PaintTouch FT%,PaintTouch PTS%,PaintTouch PASS%,PaintTouch AST,PaintTouch AST%,PaintTouch TOV%,PaintTouch PF%,PassesMade,SecondaryAST,ASTToPass%,Pull UpFGM,Pull Up3PM,Pull Up3P%,AvgSpeedOff,AvgSpeedDef,Front CTTouches,AvgDribPerTouch,PTSPerTouch,PTSPerElbow Touch,PTSPerPost Touch,PostTouchFGM,PostTouchFTM,PostTouchFT%,PostTouchPASS%,PostTouchAST,PostTouchAST%,PostTouchTO,PostTouchTOV%,PostTouchPF%
0,Stephen Curry,GSW,48.2,5.3,42.1,5.7,91.6,1.2,1.9,0,4.6,28.3,1.7,17.4,1.3,13.5,10.2,33.1,105.16,18.1,4725.0,109.6,19.9,20.9,3.8,13.0,32.5,0.112,41.3,6.6,11.4,17.9,14.5,58.8,41.2,50.2,49.8,2.5,44.6,43.7,1.4,80.0,16.5,0.7,69.1,8.1,2.7,55.5,1.6,91.6,67.7,4.2,38.5,0.9,8.5,6.0,7.7,55.2,0.0,31.9,11.2,1.0,0.5,0.0,0.0,110.8,15.4,0.0,3.1,3.1,0.0,51.6,1.3,11.2,4.1,2.9,40.9,5.03,3.65,32.6,4.08,0.393,0.922,1.111,0.1,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0
1,Bradley Beal,WAS,48.5,2.2,34.9,6.8,88.9,1.2,2.3,0,-0.4,20.2,1.42,13.2,3.3,9.4,9.3,33.1,105.21,14.5,4713.0,114.8,13.6,19.9,11.9,13.1,35.6,0.061,73.0,16.8,7.1,21.7,13.5,72.3,27.7,48.7,51.3,1.6,39.5,38.7,2.0,72.0,19.0,0.6,66.8,7.5,4.5,53.5,2.5,86.2,77.3,4.6,28.9,1.0,6.1,5.9,9.1,40.3,0.2,45.6,9.0,2.3,0.9,0.4,91.7,99.3,18.0,0.1,2.2,5.8,7.9,37.8,0.6,11.7,3.8,0.9,30.8,4.59,3.8,47.5,2.77,0.454,0.667,0.407,0.1,0.0,100.0,29.6,0.0,7.4,0.0,3.7,3.7
2,Damian Lillard,POR,45.1,4.1,39.1,6.7,92.8,0.9,1.5,0,4.0,33.4,2.49,22.5,1.2,10.4,9.0,30.6,100.4,15.8,5014.0,115.6,14.9,17.4,7.0,11.2,35.5,0.054,47.2,7.5,8.4,23.3,12.0,39.3,60.7,27.6,72.4,1.1,46.0,45.4,1.6,78.0,11.2,0.4,70.5,9.1,3.0,51.8,2.4,90.1,64.2,5.0,36.6,1.5,11.2,6.0,10.0,53.1,0.1,28.1,10.9,0.7,0.2,0.1,100.0,63.0,37.0,0.1,8.7,2.2,6.5,51.7,1.0,14.6,4.2,3.0,37.1,4.34,3.51,26.1,5.62,0.354,1.0,1.0,0.1,0.1,100.0,16.0,0.0,4.0,0.0,12.0,16.0
3,Joel Embiid,PHI,51.3,1.1,37.7,9.2,85.9,1.0,2.4,0,12.0,15.6,0.91,10.0,7.8,25.4,11.0,35.2,100.79,20.3,3331.0,105.8,36.0,16.3,37.1,10.5,29.1,0.135,82.9,19.3,6.6,32.5,13.6,87.9,12.1,48.6,51.4,1.4,40.8,36.1,7.7,54.7,33.1,1.7,69.7,4.4,1.1,51.4,0.9,92.3,88.7,0.7,18.3,0.1,2.7,5.4,14.0,76.1,0.1,46.5,5.9,5.3,1.7,2.0,88.6,103.7,14.0,0.1,1.8,4.1,19.6,43.8,0.5,6.5,2.5,0.3,43.8,4.01,3.57,49.7,1.06,0.402,0.574,0.698,3.0,2.4,82.1,32.9,0.5,3.8,0.9,7.0,12.1
4,Giannis Antetokounmpo,MIL,56.9,1.1,30.3,6.5,68.5,1.2,2.8,7,9.8,28.2,1.72,18.7,4.8,26.4,10.8,32.0,104.17,19.6,4359.0,107.3,35.7,21.8,34.6,10.7,29.1,0.13,79.9,5.9,16.6,23.2,14.7,29.9,70.1,41.4,58.6,0.2,23.8,23.1,3.3,51.5,22.8,0.8,77.9,5.3,3.0,63.8,2.2,76.4,75.7,3.6,31.8,1.1,9.9,8.6,12.9,58.8,0.1,40.9,8.6,6.0,2.5,0.8,63.9,96.4,20.8,0.3,4.9,9.0,8.5,41.4,0.5,14.1,2.0,0.9,31.5,4.6,3.53,30.8,2.8,0.402,0.755,0.596,1.0,0.6,63.8,32.0,0.3,7.4,0.4,9.6,10.7
5,Luka Doncic,DAL,47.9,2.9,35.0,5.2,73.0,1.0,2.3,11,3.9,42.5,2.02,23.6,2.4,20.2,11.7,35.0,99.4,17.9,4676.0,112.7,29.3,21.5,17.1,10.0,33.0,0.081,59.4,9.7,5.5,18.8,10.8,23.4,76.6,13.6,86.4,0.5,33.3,34.1,3.0,63.3,19.2,0.9,79.1,5.4,4.8,59.2,2.2,75.5,59.9,8.8,43.1,2.3,11.2,6.4,7.3,64.8,0.1,37.8,7.3,1.0,0.3,0.2,70.0,92.5,16.4,0.0,1.5,9.0,14.9,57.5,0.9,14.9,4.9,2.4,35.6,4.35,3.38,30.5,5.53,0.312,0.348,0.774,0.3,0.3,86.4,31.0,0.1,8.3,0.0,3.6,13.1
6,Zach LaVine,CHI,50.7,3.4,41.9,4.4,84.9,0.8,2.4,0,-0.8,22.5,1.39,16.3,1.8,12.1,11.7,30.2,101.34,14.0,4304.0,113.1,16.9,17.0,14.1,13.4,36.9,0.078,57.5,9.7,12.5,15.9,14.0,51.5,48.5,41.1,58.9,1.3,46.7,48.6,2.2,60.8,14.2,0.7,66.8,6.0,3.2,53.3,1.7,84.9,69.6,3.3,27.5,0.9,7.3,9.5,8.6,47.2,0.1,30.0,9.8,1.3,0.6,0.2,100.0,114.3,16.9,0.1,7.8,7.8,9.1,40.1,0.9,12.1,3.6,2.1,39.0,4.81,3.93,33.9,4.33,0.403,0.96,0.185,0.0,0.0,0.0,40.7,0.0,7.4,0.1,11.1,0.0
7,Zion Williamson,NOP,61.1,0.2,29.4,6.0,69.8,0.9,2.2,0,2.1,18.8,1.35,13.7,8.1,13.1,10.1,28.7,103.3,16.1,4358.0,111.7,18.5,18.4,21.5,12.3,31.9,0.089,96.7,0.7,9.8,22.4,13.5,100.0,0.0,56.0,44.0,0.2,35.7,37.5,3.0,64.5,28.8,0.5,67.0,5.9,3.5,56.8,2.0,65.1,71.9,3.8,29.7,0.9,7.1,7.9,11.8,76.6,0.2,42.5,5.0,7.0,3.5,0.8,63.0,112.4,13.8,0.1,2.1,5.2,8.4,38.2,0.4,9.7,0.1,0.0,0.0,4.87,4.0,34.3,2.73,0.424,0.802,0.658,1.2,0.7,73.3,35.9,0.3,6.1,0.3,7.1,10.2
8,Kevin Durant,BKN,53.7,2.4,45.0,6.0,88.2,0.7,2.0,0,10.7,25.2,1.63,19.1,1.2,18.0,11.8,30.3,103.03,17.2,2489.0,111.1,26.1,16.7,30.4,10.3,32.9,0.095,68.7,19.3,10.8,22.3,11.9,64.7,35.3,52.2,47.8,2.1,47.4,44.5,3.1,58.2,27.4,0.6,70.7,5.7,2.5,57.4,1.8,88.9,85.0,2.2,25.9,0.6,7.1,8.2,12.2,38.5,0.1,23.2,17.6,0.8,0.4,0.1,100.0,122.2,29.6,0.1,7.4,3.7,7.4,41.4,0.7,13.5,3.9,1.0,46.1,4.37,3.48,36.7,2.22,0.401,0.528,0.509,0.9,0.5,94.4,50.9,0.5,11.2,0.3,5.6,5.6
9,Kyrie Irving,BKN,50.6,2.8,40.2,3.7,92.2,1.4,2.6,0,5.6,26.9,2.49,19.9,2.9,10.1,8.0,29.7,101.13,14.9,3976.0,113.8,15.0,27.4,17.5,10.8,35.0,0.07,65.2,15.4,10.9,13.9,10.1,57.9,42.1,33.0,67.0,1.5,44.7,43.4,2.7,67.4,20.0,0.8,62.5,7.6,4.1,56.2,1.3,93.2,79.7,3.4,27.6,1.2,9.8,3.8,5.8,51.9,0.1,37.1,10.1,1.9,0.6,0.2,91.7,72.3,37.6,0.1,7.9,4.0,6.9,51.3,0.8,11.7,4.4,1.3,37.2,4.38,3.6,29.4,3.83,0.345,0.689,0.609,0.1,0.1,100.0,39.1,0.0,0.0,0.0,4.3,8.7
10,Jayson Tatum,BOS,45.9,2.9,38.6,4.6,86.8,1.2,1.9,1,3.0,19.6,1.61,14.5,2.1,18.8,9.0,29.8,99.74,15.2,4767.0,111.8,26.9,20.2,12.3,10.8,32.3,0.092,63.2,11.9,9.9,17.4,18.9,46.5,53.5,40.8,59.2,1.0,45.9,44.6,2.4,71.9,15.2,0.5,77.3,5.6,3.0,47.8,1.7,84.4,65.0,3.7,29.7,0.9,7.3,7.1,8.1,46.0,0.0,32.9,10.7,2.5,1.0,0.3,81.8,93.1,22.0,0.1,3.8,3.1,6.3,49.5,0.7,8.7,3.4,2.0,36.3,4.33,3.61,45.0,2.61,0.34,0.754,0.628,0.6,0.3,79.2,26.2,0.1,4.3,0.0,1.2,7.3
11,Donovan Mitchell,UTA,43.8,3.4,38.6,5.0,84.5,1.0,2.2,0,7.9,26.6,1.88,16.8,2.8,9.5,8.9,32.7,99.99,13.8,3688.0,109.2,13.5,24.0,7.3,11.8,35.4,0.112,57.7,10.8,8.4,19.1,10.8,50.0,50.0,28.0,72.0,1.4,43.3,42.9,1.9,76.7,15.7,0.4,66.8,9.8,3.7,47.9,2.0,84.1,62.4,5.0,32.1,1.4,9.0,6.3,7.8,58.0,0.1,42.4,9.1,0.9,0.2,0.1,100.0,64.0,38.0,0.1,10.0,10.0,4.0,46.3,0.7,11.3,3.9,2.0,36.3,4.46,3.49,31.2,4.51,0.351,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nikola Jokic,DEN,56.6,1.3,38.8,4.8,86.8,1.3,2.7,16,7.7,37.7,2.7,26.2,8.7,23.7,9.7,29.3,98.15,20.1,5084.0,112.6,33.4,23.2,23.1,10.8,32.1,0.082,81.7,12.8,2.9,18.1,12.9,96.7,3.3,54.5,45.5,2.0,45.2,39.7,6.8,66.3,32.9,1.0,70.6,4.4,1.3,56.7,0.8,90.0,74.8,1.3,28.6,0.3,7.0,5.5,9.4,73.7,0.2,50.1,5.0,7.1,3.1,0.7,92.6,99.4,25.3,0.5,6.4,3.5,4.7,74.9,0.8,11.1,1.0,0.1,37.5,4.17,3.58,58.0,1.36,0.261,0.526,0.601,2.2,1.0,81.1,40.3,1.1,11.4,0.6,6.7,6.6
13,Devin Booker,PHX,48.4,1.9,34.0,5.1,86.7,0.8,2.7,0,7.2,20.0,1.4,14.9,1.6,10.8,10.6,31.9,98.5,12.5,4656.0,111.4,15.8,16.0,7.5,10.7,33.8,0.092,71.2,19.7,13.9,19.8,13.4,65.9,34.1,44.8,55.2,1.4,42.0,37.8,2.8,67.9,15.4,0.6,71.0,8.1,3.1,54.8,1.8,85.6,61.4,5.3,39.3,1.0,7.6,7.5,7.7,41.2,0.1,33.3,11.8,2.1,0.6,0.2,88.9,72.2,33.3,0.2,7.6,5.6,5.6,29.0,0.9,14.9,4.1,0.9,30.8,4.64,3.63,37.1,3.52,0.455,0.687,0.55,0.3,0.1,90.0,40.0,0.1,10.0,0.1,6.0,5.0
14,Trae Young,ATL,43.8,2.2,34.3,7.7,88.6,0.8,1.8,0,5.2,42.6,2.28,26.9,1.8,9.4,11.8,32.0,100.5,15.0,4464.0,113.0,13.3,18.1,5.2,10.9,35.8,0.076,64.3,7.7,8.4,30.4,11.2,28.7,71.3,17.0,83.0,0.5,36.5,37.3,1.6,75.5,8.7,0.3,71.1,10.6,4.0,47.9,2.2,85.2,52.2,8.5,42.2,2.7,13.3,6.5,6.5,18.4,0.1,29.9,11.6,0.6,0.2,0.0,0.0,59.0,41.0,0.1,17.9,17.9,0.0,55.3,1.1,17.0,3.7,1.7,33.5,4.66,3.58,26.9,5.73,0.295,0.688,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
15,De'Aaron Fox,SAC,47.7,1.8,32.2,5.2,71.9,1.5,2.9,0,-4.5,32.6,2.4,22.2,1.6,8.5,9.3,30.4,101.86,12.4,4320.0,118.0,12.6,29.2,13.4,11.9,39.4,0.027,71.2,9.2,13.5,20.6,15.1,52.4,47.6,23.1,76.9,0.7,40.0,39.3,2.4,69.0,14.1,0.5,67.5,9.2,4.9,56.2,3.0,72.4,72.1,5.7,30.8,1.5,8.0,6.6,11.4,27.3,0.1,37.5,17.0,0.4,0.1,0.0,0.0,66.7,42.9,0.1,19.0,9.5,0.0,58.7,0.7,12.2,3.3,1.2,30.0,4.57,3.75,29.2,4.7,0.291,0.917,0.5,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
16,LeBron James,LAL,51.3,2.3,36.5,4.0,69.8,1.1,1.6,5,9.2,39.4,2.08,24.3,2.0,20.2,11.7,31.0,100.41,19.1,3145.0,103.2,28.6,20.9,13.4,10.8,32.2,0.172,65.4,9.8,18.0,15.8,16.0,51.9,48.1,37.4,62.6,0.8,35.8,35.4,2.9,62.3,15.5,0.4,75.5,6.4,2.5,60.8,1.3,70.2,69.2,3.4,36.1,1.0,10.5,7.5,9.3,55.2,0.1,28.4,9.9,2.2,1.0,0.2,78.6,107.2,19.6,0.0,1.0,4.1,7.2,59.7,0.8,13.0,2.6,1.3,37.7,3.88,3.29,38.3,3.4,0.288,0.698,0.438,0.7,0.2,80.0,40.3,0.4,9.1,0.4,10.2,2.8
17,Kawhi Leonard,LAC,51.2,1.9,39.8,5.0,88.5,1.6,1.6,0,12.2,23.8,2.56,19.2,3.4,16.1,7.5,28.2,97.48,17.0,3603.0,109.2,22.0,30.3,12.6,10.8,33.5,0.113,72.0,15.8,8.8,20.2,17.0,71.3,28.7,37.8,62.2,1.4,47.8,47.2,2.4,72.0,29.4,0.5,76.2,6.7,2.9,55.8,1.8,88.0,63.9,5.3,41.9,1.3,10.4,5.2,8.3,63.6,0.0,46.6,10.2,2.1,0.8,0.2,75.0,94.5,27.3,0.2,9.1,4.5,5.5,35.3,0.9,14.7,3.7,0.7,32.8,4.41,3.8,39.1,3.26,0.417,0.597,0.525,1.4,0.5,83.3,42.5,0.6,9.0,0.3,5.3,4.7
18,Karl-Anthony Towns,MIN,48.6,2.4,38.7,5.3,85.9,0.8,3.7,0,-0.1,21.6,1.41,16.2,7.5,23.7,11.5,28.6,101.77,15.5,3588.0,114.7,34.3,13.2,33.5,11.9,34.8,0.058,64.0,5.5,4.8,21.6,13.9,93.4,6.6,66.6,33.4,2.3,41.2,41.4,6.3,62.3,37.1,1.1,71.2,4.4,1.6,53.8,1.2,88.4,80.4,1.3,22.5,0.3,5.7,7.5,12.5,72.2,0.1,43.6,5.5,5.6,2.1,1.3,79.7,98.9,16.5,0.2,2.9,5.4,12.6,44.7,0.5,10.1,0.6,0.2,25.6,4.11,3.61,48.9,0.84,0.357,0.508,0.487,1.5,1.0,79.0,41.9,0.9,10.4,0.6,7.3,7.3
19,Jaylen Brown,BOS,48.4,2.8,39.7,3.3,76.4,1.2,2.9,0,1.8,16.2,1.23,12.4,3.5,13.6,10.1,29.0,100.17,12.9,4169.0,111.8,19.4,22.9,14.3,11.8,31.5,0.09,63.0,10.9,15.3,13.4,14.4,79.8,20.2,55.8,44.2,2.1,43.0,43.1,2.4,62.4,18.5,0.7,67.6,7.1,2.6,50.5,1.1,81.5,61.7,3.6,34.0,1.1,10.2,7.2,6.7,54.9,0.0,41.3,12.1,2.2,1.0,0.2,83.3,96.1,10.9,0.1,2.3,5.4,3.1,30.7,0.4,11.0,2.7,0.7,31.3,4.45,3.81,37.1,2.23,0.433,0.694,0.463,0.2,0.1,87.5,30.0,0.1,10.0,0.2,11.3,5.0
20,James Harden,BKN,46.6,2.8,36.2,6.3,86.1,1.2,2.3,12,2.9,44.2,2.68,31.2,2.3,19.1,11.6,28.3,99.78,17.4,3347.0,114.3,27.5,24.9,19.9,12.8,36.9,0.067,54.5,1.7,9.8,25.7,12.7,24.8,75.2,19.6,80.4,0.4,39.0,37.5,2.7,71.4,17.6,0.7,72.8,6.0,3.9,52.3,2.4,82.7,59.6,7.0,40.1,2.6,14.8,6.7,8.2,45.7,0.1,26.5,9.7,0.9,0.3,0.0,0.0,76.3,39.5,0.1,10.5,5.3,0.0,65.1,1.0,16.6,2.8,2.4,36.1,4.06,3.2,30.1,4.96,0.266,0.0,0.5,0.1,0.1,75.0,70.0,0.1,30.0,0.0,0.0,10.0
21,Collin Sexton,CLE,47.5,1.6,37.1,5.2,81.5,1.0,2.6,0,-9.2,22.2,1.57,15.5,2.7,6.3,9.9,28.6,99.26,11.5,4386.0,114.0,9.1,18.7,5.6,13.1,36.4,0.069,76.1,7.7,12.9,21.4,16.0,68.4,31.6,47.0,53.0,1.1,42.0,40.3,2.3,72.1,16.3,0.4,61.4,10.7,3.7,47.3,2.1,81.5,58.0,5.9,34.9,1.2,7.3,6.9,7.5,53.4,0.2,36.0,10.1,2.2,0.9,0.3,85.7,96.2,14.4,0.1,3.0,4.5,8.3,49.2,0.8,8.9,2.8,0.6,31.3,4.51,3.67,37.5,4.05,0.318,0.88,0.615,0.1,0.0,0.0,30.8,0.0,0.0,0.1,23.1,0.0
22,Julius Randle,NYK,45.6,2.3,41.1,4.9,81.1,0.9,3.2,6,3.0,26.9,1.77,19.7,3.1,22.7,11.1,28.5,97.22,15.8,5398.0,106.8,32.4,17.0,6.9,12.2,34.4,0.153,70.6,20.0,4.9,20.4,14.1,79.4,20.6,46.2,53.8,1.9,42.3,41.7,4.5,59.1,24.8,1.2,73.7,5.1,1.9,47.9,1.0,81.8,48.5,4.9,46.7,1.4,13.5,6.4,5.9,66.7,0.2,31.3,8.0,2.2,0.6,0.5,91.4,76.8,27.1,0.1,6.5,7.7,11.0,56.9,0.5,10.6,3.4,0.6,40.0,4.34,3.61,48.4,2.27,0.288,0.541,0.502,0.8,0.6,89.4,46.8,0.5,11.9,0.3,6.1,7.0
23,Brandon Ingram,NOP,46.6,2.3,38.1,4.6,87.8,0.7,2.0,0,1.0,21.8,1.92,17.6,1.6,12.6,9.2,27.9,99.97,12.8,4358.0,114.2,17.3,13.7,19.8,12.9,33.1,0.064,65.9,23.4,8.3,19.4,10.9,79.0,21.0,48.5,51.5,1.9,42.3,43.2,2.7,64.5,20.4,0.6,74.0,6.4,2.9,51.6,1.9,94.4,61.1,5.0,39.2,1.3,9.9,6.1,8.1,44.1,0.0,39.5,12.8,0.8,0.2,0.1,87.5,74.5,35.3,0.1,7.8,5.9,7.8,37.8,0.9,12.8,4.1,0.7,30.2,4.65,3.68,40.2,2.73,0.379,0.774,0.742,0.1,0.1,100.0,41.9,0.1,12.9,0.0,0.0,9.7
24,Shai Gilgeous-Alexander,OKC,50.8,2.0,41.8,5.3,80.8,0.8,2.0,0,-7.7,31.1,1.95,21.2,1.5,11.9,10.8,28.3,100.1,14.6,2462.0,114.9,17.1,17.6,21.1,12.1,35.4,0.055,69.9,4.3,5.4,22.3,10.1,29.6,70.4,12.9,87.1,0.5,43.2,43.2,3.3,63.2,17.0,0.3,72.8,7.1,5.2,55.4,2.4,79.8,52.1,12.2,48.4,2.4,9.4,5.6,5.9,63.2,0.1,27.5,9.0,0.6,0.1,0.1,83.3,68.2,31.8,0.1,9.1,22.7,9.1,51.4,0.9,11.5,2.7,1.5,40.9,4.52,3.62,27.8,5.55,0.309,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
25,Nikola Vucevic,CHI,47.7,2.5,40.0,1.9,84.0,0.9,2.0,2,-7.0,20.7,2.13,14.5,5.9,28.9,6.8,29.2,99.15,16.8,4849.0,113.6,38.3,20.6,27.1,11.9,32.7,0.069,68.5,20.3,5.9,8.0,8.3,99.4,0.6,71.6,28.4,4.1,42.3,39.9,6.1,63.6,31.1,1.0,77.3,4.2,0.9,55.9,0.5,91.7,71.8,1.0,31.8,0.2,7.7,6.4,8.2,74.0,0.1,48.7,5.6,5.7,2.2,0.2,77.3,83.6,28.2,0.2,3.5,4.0,2.5,53.1,0.6,7.2,1.0,0.0,100.0,4.05,3.61,50.5,0.7,0.303,0.428,0.407,2.1,0.3,75.0,51.6,1.1,10.4,0.5,4.4,1.8
26,Paul George,LAC,46.7,3.2,41.1,3.7,86.8,1.1,2.4,0,11.3,23.9,1.56,18.6,2.6,17.1,11.9,29.6,97.55,14.5,3707.0,107.0,23.6,21.8,16.4,10.4,30.3,0.134,56.3,14.1,8.9,15.8,17.4,67.3,32.7,42.9,57.1,2.0,44.0,43.0,2.8,66.0,17.8,0.9,72.5,6.0,2.4,48.0,1.8,85.7,58.2,4.4,37.1,1.1,9.7,8.5,8.8,37.8,0.1,39.1,10.5,1.1,0.4,0.1,80.0,80.0,36.7,0.1,8.3,6.7,8.3,43.1,1.1,12.0,3.0,1.3,40.3,4.51,3.7,34.0,3.3,0.339,0.519,0.508,0.2,0.1,75.0,37.3,0.1,8.5,0.1,8.5,3.4
27,CJ McCollum,POR,45.8,3.6,40.2,2.3,81.2,0.9,1.9,0,6.2,22.0,3.43,18.2,1.8,9.9,5.3,26.5,100.01,12.3,3333.0,112.8,13.9,17.5,12.7,9.1,33.0,0.078,52.5,17.1,10.6,10.0,12.1,61.5,38.5,43.2,56.8,1.8,49.1,47.6,2.1,72.2,11.0,0.5,63.3,9.1,2.4,51.3,1.0,84.2,75.1,2.3,28.8,0.6,7.1,4.2,7.3,30.0,0.1,40.5,11.2,0.8,0.2,0.0,100.0,50.0,38.9,0.0,2.8,2.8,0.0,41.8,0.9,11.4,4.6,2.1,36.7,4.72,3.8,28.3,4.3,0.355,0.423,0.5,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0
28,Jerami Grant,DET,42.9,2.1,35.0,5.4,84.5,0.6,2.3,0,-3.2,14.5,1.39,11.3,1.8,11.8,8.1,27.8,99.21,11.4,3783.0,111.5,17.1,12.3,29.4,11.2,35.1,0.091,64.7,12.4,7.1,24.1,13.9,93.0,7.0,65.0,35.0,2.0,37.3,36.7,2.9,64.1,19.1,0.5,79.6,6.9,2.5,47.4,2.4,83.2,67.1,3.3,29.3,0.6,5.6,7.9,12.8,62.9,0.1,30.4,6.1,1.6,0.6,0.3,89.5,96.5,19.8,0.1,3.5,3.5,10.5,38.1,0.5,7.4,1.6,0.3,26.9,4.48,3.67,39.8,1.57,0.362,0.517,0.391,0.2,0.1,62.5,37.5,0.1,4.7,0.0,3.1,6.3
29,Russell Westbrook,WAS,43.9,1.3,31.5,4.2,65.6,1.4,2.9,38,-1.2,47.7,2.45,30.6,4.3,24.9,12.5,29.5,107.18,16.4,5279.0,110.4,36.2,25.0,11.5,12.6,36.8,0.111,77.9,20.8,12.0,18.7,16.4,62.8,37.2,23.7,76.3,0.7,34.8,35.6,2.2,68.3,18.9,0.5,81.1,5.7,2.4,44.7,1.5,59.3,37.5,9.0,50.4,2.4,13.7,8.5,7.3,57.8,0.1,37.6,7.7,1.8,0.6,0.0,100.0,68.6,35.6,0.2,12.7,5.1,0.8,65.5,0.9,17.9,3.0,0.6,28.3,4.59,3.5,30.0,4.79,0.233,0.486,0.526,0.4,0.2,91.7,38.6,0.2,11.4,0.1,4.4,5.3
30,Anthony Davis,LAL,49.1,0.7,26.0,4.4,73.8,1.3,1.7,0,5.2,15.4,1.49,12.4,5.4,19.8,8.3,28.7,99.29,15.3,2399.0,107.4,27.2,25.6,42.4,10.6,32.4,0.125,83.7,16.3,8.4,20.1,12.7,96.2,3.8,60.8,39.2,1.1,32.0,28.6,5.4,58.2,25.4,0.7,72.5,5.1,0.8,47.4,0.4,80.0,67.0,0.6,20.8,0.2,6.6,12.3,9.4,72.6,0.1,53.9,5.1,6.4,2.6,1.2,77.8,101.7,22.2,0.3,3.9,2.6,10.9,38.3,0.5,8.0,2.0,0.1,16.7,3.75,3.61,39.7,1.11,0.354,0.687,0.554,2.1,0.8,76.3,39.2,0.8,8.4,0.5,5.4,5.7
31,DeMar DeRozan,SAS,49.5,0.3,25.7,6.3,88.0,0.9,2.1,0,-2.5,30.9,3.55,25.7,1.9,10.6,7.2,25.5,100.09,13.9,4289.0,115.5,15.2,20.1,7.8,9.7,37.0,0.05,92.0,23.7,7.6,29.4,12.7,94.7,5.3,27.7,72.3,0.6,32.5,28.6,2.0,68.0,19.6,0.3,69.7,8.0,3.6,52.7,3.1,87.8,58.1,8.2,45.0,2.1,11.6,5.9,9.7,32.5,0.1,33.6,11.0,1.0,0.3,0.1,100.0,74.2,32.3,0.1,8.1,8.1,3.2,37.6,0.6,18.4,3.2,0.0,9.1,4.41,3.69,29.7,4.92,0.363,0.589,0.7,0.3,0.3,95.0,36.3,0.1,11.3,0.1,5.0,12.5
32,Jimmy Butler,MIA,49.7,0.5,24.5,6.9,86.3,2.1,1.4,4,5.2,34.5,3.39,26.5,5.6,15.3,7.8,25.9,97.73,18.4,3557.0,106.9,21.3,34.5,12.7,10.1,28.3,0.135,86.1,11.5,14.6,32.2,17.9,68.0,32.0,38.0,62.0,0.5,32.0,32.1,2.5,64.6,24.5,0.7,68.3,6.5,2.8,47.7,2.4,88.8,53.3,7.3,46.7,1.9,12.0,4.4,8.8,60.6,0.2,47.7,6.1,3.8,1.4,0.5,84.4,91.0,31.7,0.3,7.0,4.0,8.5,54.9,0.7,12.9,1.5,0.1,17.1,4.44,3.91,35.0,3.7,0.277,0.652,0.369,0.4,0.3,87.5,65.1,0.6,21.5,0.1,4.0,5.4
33,Pascal Siakam,TOR,45.5,1.3,29.7,4.4,82.7,1.1,3.1,1,3.0,19.5,1.92,17.0,4.5,15.6,8.8,26.1,99.5,11.9,4161.0,111.4,23.1,17.7,18.1,11.2,32.1,0.096,74.4,8.2,10.8,20.8,14.2,83.6,16.4,42.3,57.7,1.2,33.0,31.3,3.7,63.2,24.2,0.7,73.3,6.3,2.9,51.2,1.9,80.6,58.7,5.5,40.0,1.1,7.9,4.9,8.7,49.5,0.1,46.8,9.0,3.4,1.1,0.6,86.1,82.7,34.0,0.2,5.2,5.2,8.4,48.5,0.7,9.2,1.3,0.3,23.7,4.63,3.73,37.6,2.61,0.294,0.736,0.47,0.6,0.5,93.3,44.7,0.4,11.4,0.3,6.8,6.8
34,Jamal Murray,DEN,47.7,2.7,40.8,2.8,86.9,1.3,2.0,0,8.0,19.7,2.14,19.3,2.3,9.5,9.0,24.4,97.41,11.7,3468.0,110.6,13.8,22.3,9.0,11.2,32.5,0.104,60.1,18.1,12.6,13.1,20.7,58.1,41.9,41.8,58.2,1.2,44.4,43.9,2.0,71.4,14.6,0.4,71.7,8.5,2.3,52.3,0.9,86.5,63.5,3.2,35.8,0.7,7.7,6.8,6.1,29.7,0.1,47.4,10.8,1.7,0.5,0.2,100.0,70.7,37.8,0.1,8.5,4.9,4.9,47.8,1.0,10.1,3.9,1.6,39.1,4.56,3.88,33.8,3.78,0.304,0.787,0.652,0.1,0.0,66.7,39.1,0.0,4.3,0.0,0.0,8.7
